,buy_price,maintain_cost,door,persons,luggage_boot,safety,decision
871,2,4,2,2,3,3,0
872,2,4,2,4,1,1,0
873,2,4,2,4,1,2,0
874,2,4,2,4,1,3,1
875,2,4,2,4,2,1,0
876,2,4,2,4,2,2,0
877,2,4,2,4,2,3,1
878,2,4,2,4,3,1,0
879,2,4,2,4,3,2,1
880,2,4,2,4,3,3,1
881,2,4,2,6,1,1,0
882,2,4,2,6,1,2,0
883,2,4,2,6,1,3,0
884,2,4,2,6,2,1,0
885,2,4,2,6,2,2,0
886,2,4,2,6,2,3,1
887,2,4,2,6,3,1,0
888,2,4,2,6,3,2,1
889,2,4,2,6,3,3,1
890,2,4,3,2,1,1,0
891,2,4,3,2,1,2,0
892,2,4,3,2,1,3,0
893,2,4,3,2,2,1,0
894,2,4,3,2,2,2,0
895,2,4,3,2,2,3,0
896,2,4,3,2,3,1,0
897,2,4,3,2,3,2,0
898,2,4,3,2,3,3,0
899,2,4,3,4,1,1,0
900,2,4,3,4,1,2,0
901,2,4,3,4,1,3,1
902,2,4,3,4,2,1,0
903,2,4,3,4,2,2,0
904,2,4,3,4,2,3,1
905,2,4,3,4,3,1,0
906,2,4,3,4,3,2,1
907,2,4,3,4,3,3,1
908,2,4,3,6,1,1,0
909,2,4,3,6,1,2,0
910,2,4,3,6,1,3,1
911,2,4,3,6,2,1,0
912,2,4,3,6,2,2,1
913,2,4,3,6,2,3,1
914,2,4,3,6,3,1,0
915,2,4,3,6,3,2,1
916,2,4,3,6,3,3,1
917,2,4,4,2,1,1,0
918,2,4,4,2,1,2,0
919,2,4,4,2,1,3,0
920,2,4,4,2,2,1,0
921,2,4,4,2,2,2,0
922,2,4,4,2,2,3,0
923,2,4,4,2,3,1,0
924,2,4,4,2,3,2,0
925,2,4,4,2,3,3,0
926,2,4,4,4,1,1,0
927,2,4,4,4,1,2,0
928,2,4,4,4,1,3,1
929,2,4,4,4,2,1,0
930,2,4,4,4,2,2,1
931,2,4,4,4,2,3,1
932,2,4,4,4,3,1,0
933,2,4,4,4,3,2,1
934,2,4,4,4,3,3,1
935,2,4,4,6,1,1,0
936,2,4,4,6,1,2,0
937,2,4,4,6,1,3,1
938,2,4,4,6,2,1,0
939,2,4,4,6,2,2,1
940,2,4,4,6,2,3,1
941,2,4,4,6,3,1,0
942,2,4,4,6,3,2,1
943,2,4,4,6,3,3,1
944,2,4,6,2,1,1,0
945,2,4,6,2,1,2,0
946,2,4,6,2,1,3,0
947,2,4,6,2,2,1,0
948,2,4,6,2,2,2,0
949,2,4,6,2,2,3,0
950,2,4,6,2,3,1,0
951,2,4,6,2,3,2,0
952,2,4,6,2,3,3,0
953,2,4,6,4,1,1,0
954,2,4,6,4,1,2,0
955,2,4,6,4,1,3,1
956,2,4,6,4,2,1,0
957,2,4,6,4,2,2,1
958,2,4,6,4,2,3,1
959,2,4,6,4,3,1,0
960,2,4,6,4,3,2,1
961,2,4,6,4,3,3,1
962,2,4,6,6,1,1,0
963,2,4,6,6,1,2,0
964,2,4,6,6,1,3,1
965,2,4,6,6,2,1,0
966,2,4,6,6,2,2,1
967,2,4,6,6,2,3,1
968,2,4,6,6,3,1,0
969,2,4,6,6,3,2,1
970,2,4,6,6,3,3,1
971,2,3,2,2,1,1,0
972,2,3,2,2,1,2,0
973,2,3,2,2,1,3,0
974,2,3,2,2,2,1,0
975,2,3,2,2,2,2,0
976,2,3,2,2,2,3,0
977,2,3,2,2,3,1,0
978,2,3,2,2,3,2,0
979,2,3,2,2,3,3,0
980,2,3,2,4,1,1,0
981,2,3,2,4,1,2,0
982,2,3,2,4,1,3,1
983,2,3,2,4,2,1,0
984,2,3,2,4,2,2,0
985,2,3,2,4,2,3,1
986,2,3,2,4,3,1,0
987,2,3,2,4,3,2,1
988,2,3,2,4,3,3,1
989,2,3,2,6,1,1,0
990,2,3,2,6,1,2,0
991,2,3,2,6,1,3,0
992,2,3,2,6,2,1,0
993,2,3,2,6,2,2,0
994,2,3,2,6,2,3,1
995,2,3,2,6,3,1,0
996,2,3,2,6,3,2,1
997,2,3,2,6,3,3,1
998,2,3,3,2,1,1,0
999,2,3,3,2,1,2,0
1000,2,3,3,2,1,3,0
1001,2,3,3,2,2,1,0
1002,2,3,3,2,2,2,0
1003,2,3,3,2,2,3,0
1004,2,3,3,2,3,1,0
1005,2,3,3,2,3,2,0
1006,2,3,3,2,3,3,0
1007,2,3,3,4,1,1,0
1008,2,3,3,4,1,2,0
1009,2,3,3,4,1,3,1
1010,2,3,3,4,2,1,0
1011,2,3,3,4,2,2,0
1012,2,3,3,4,2,3,1
1013,2,3,3,4,3,1,0
1014,2,3,3,4,3,2,1
1015,2,3,3,4,3,3,1
1016,2,3,3,6,1,1,0
1017,2,3,3,6,1,2,0
1018,2,3,3,6,1,3,1
1019,2,3,3,6,2,1,0
1020,2,3,3,6,2,2,1
1021,2,3,3,6,2,3,1
1022,2,3,3,6,3,1,0
1023,2,3,3,6,3,2,1
1024,2,3,3,6,3,3,1
1025,2,3,4,2,1,1,0
1026,2,3,4,2,1,2,0
1027,2,3,4,2,1,3,0
1028,2,3,4,2,2,1,0
1029,2,3,4,2,2,2,0
1030,2,3,4,2,2,3,0
1031,2,3,4,2,3,1,0
1032,2,3,4,2,3,2,0
1033,2,3,4,2,3,3,0
1034,2,3,4,4,1,1,0
1035,2,3,4,4,1,2,0
1036,2,3,4,4,1,3,1
1037,2,3,4,4,2,1,0
1038,2,3,4,4,2,2,1
1039,2,3,4,4,2,3,1
1040,2,3,4,4,3,1,0
1041,2,3,4,4,3,2,1
1042,2,3,4,4,3,3,1
1043,2,3,4,6,1,1,0
1044,2,3,4,6,1,2,0
1045,2,3,4,6,1,3,1
1046,2,3,4,6,2,1,0
1047,2,3,4,6,2,2,1
1048,2,3,4,6,2,3,1
1049,2,3,4,6,3,1,0
1050,2,3,4,6,3,2,1
1051,2,3,4,6,3,3,1
1052,2,3,6,2,1,1,0
1053,2,3,6,2,1,2,0
1054,2,3,6,2,1,3,0
1055,2,3,6,2,2,1,0
1056,2,3,6,2,2,2,0
1057,2,3,6,2,2,3,0
1058,2,3,6,2,3,1,0
1059,2,3,6,2,3,2,0
1060,2,3,6,2,3,3,0
1061,2,3,6,4,1,1,0
1062,2,3,6,4,1,2,0
1063,2,3,6,4,1,3,1
1064,2,3,6,4,2,1,0
1065,2,3,6,4,2,2,1
1066,2,3,6,4,2,3,1
1067,2,3,6,4,3,1,0
1068,2,3,6,4,3,2,1
1069,2,3,6,4,3,3,1
1070,2,3,6,6,1,1,0
1071,2,3,6,6,1,2,0
1072,2,3,6,6,1,3,1
1073,2,3,6,6,2,1,0
1074,2,3,6,6,2,2,1
1075,2,3,6,6,2,3,1
1076,2,3,6,6,3,1,0
1077,2,3,6,6,3,2,1
1078,2,3,6,6,3,3,1
1079,2,2,2,2,1,1,0
1080,2,2,2,2,1,2,0
1081,2,2,2,2,1,3,0
1082,2,2,2,2,2,1,0
1083,2,2,2,2,2,2,0
1084,2,2,2,2,2,3,0
1085,2,2,2,2,3,1,0
1086,2,2,2,2,3,2,0
1087,2,2,2,2,3,3,0
1088,2,2,2,4,1,1,0
1089,2,2,2,4,1,2,1
1090,2,2,2,4,1,3,1
1091,2,2,2,4,2,1,0
1092,2,2,2,4,2,2,1
1093,2,2,2,4,2,3,1
1094,2,2,2,4,3,1,0
1095,2,2,2,4,3,2,1
1096,2,2,2,4,3,3,3
1097,2,2,2,6,1,1,0
1098,2,2,2,6,1,2,0
1099,2,2,2,6,1,3,0
1100,2,2,2,6,2,1,0
1101,2,2,2,6,2,2,1
1102,2,2,2,6,2,3,1
1103,2,2,2,6,3,1,0
1104,2,2,2,6,3,2,1
1105,2,2,2,6,3,3,3
1106,2,2,3,2,1,1,0
1107,2,2,3,2,1,2,0
1108,2,2,3,2,1,3,0
1109,2,2,3,2,2,1,0
1110,2,2,3,2,2,2,0
1111,2,2,3,2,2,3,0
1112,2,2,3,2,3,1,0
1113,2,2,3,2,3,2,0
1114,2,2,3,2,3,3,0
1115,2,2,3,4,1,1,0
1116,2,2,3,4,1,2,1
1117,2,2,3,4,1,3,1
1118,2,2,3,4,2,1,0
1119,2,2,3,4,2,2,1
1120,2,2,3,4,2,3,1
1121,2,2,3,4,3,1,0
1122,2,2,3,4,3,2,1
1123,2,2,3,4,3,3,3
1124,2,2,3,6,1,1,0
1125,2,2,3,6,1,2,1
1126,2,2,3,6,1,3,1
1127,2,2,3,6,2,1,0
1128,2,2,3,6,2,2,1
1129,2,2,3,6,2,3,3
1130,2,2,3,6,3,1,0
1131,2,2,3,6,3,2,1
1132,2,2,3,6,3,3,3
1133,2,2,4,2,1,1,0
1134,2,2,4,2,1,2,0
1135,2,2,4,2,1,3,0
1136,2,2,4,2,2,1,0
1137,2,2,4,2,2,2,0
1138,2,2,4,2,2,3,0
1139,2,2,4,2,3,1,0
1140,2,2,4,2,3,2,0
1141,2,2,4,2,3,3,0
1142,2,2,4,4,1,1,0
1143,2,2,4,4,1,2,1
1144,2,2,4,4,1,3,1
1145,2,2,4,4,2,1,0
1146,2,2,4,4,2,2,1
1147,2,2,4,4,2,3,3
1148,2,2,4,4,3,1,0
1149,2,2,4,4,3,2,1
1150,2,2,4,4,3,3,3
1151,2,2,4,6,1,1,0
1152,2,2,4,6,1,2,1
1153,2,2,4,6,1,3,1
1154,2,2,4,6,2,1,0
1155,2,2,4,6,2,2,1
1156,2,2,4,6,2,3,3
1157,2,2,4,6,3,1,0
1158,2,2,4,6,3,2,1
1159,2,2,4,6,3,3,3
1160,2,2,6,2,1,1,0
1161,2,2,6,2,1,2,0
1162,2,2,6,2,1,3,0
1163,2,2,6,2,2,1,0
1164,2,2,6,2,2,2,0
1165,2,2,6,2,2,3,0
1166,2,2,6,2,3,1,0
1167,2,2,6,2,3,2,0
1168,2,2,6,2,3,3,0
1169,2,2,6,4,1,1,0
1170,2,2,6,4,1,2,1
1171,2,2,6,4,1,3,1
1172,2,2,6,4,2,1,0
1173,2,2,6,4,2,2,1
1174,2,2,6,4,2,3,3
1175,2,2,6,4,3,1,0
1176,2,2,6,4,3,2,1
1177,2,2,6,4,3,3,3
1178,2,2,6,6,1,1,0
1179,2,2,6,6,1,2,1
1180,2,2,6,6,1,3,1
1181,2,2,6,6,2,1,0
1182,2,2,6,6,2,2,1
1183,2,2,6,6,2,3,3
1184,2,2,6,6,3,1,0
1185,2,2,6,6,3,2,1
1186,2,2,6,6,3,3,3
1187,2,1,2,2,1,1,0
1188,2,1,2,2,1,2,0
1189,2,1,2,2,1,3,0
1190,2,1,2,2,2,1,0
1191,2,1,2,2,2,2,0
1192,2,1,2,2,2,3,0
1193,2,1,2,2,3,1,0
1194,2,1,2,2,3,2,0
1195,2,1,2,2,3,3,0
1196,2,1,2,4,1,1,0
1197,2,1,2,4,1,2,1
1198,2,1,2,4,1,3,2
1199,2,1,2,4,2,1,0
1200,2,1,2,4,2,2,1
1201,2,1,2,4,2,3,2
1202,2,1,2,4,3,1,0
1203,2,1,2,4,3,2,2
1204,2,1,2,4,3,3,3
1205,2,1,2,6,1,1,0
1206,2,1,2,6,1,2,0
1207,2,1,2,6,1,3,0
1208,2,1,2,6,2,1,0
1209,2,1,2,6,2,2,1
1210,2,1,2,6,2,3,2
1211,2,1,2,6,3,1,0
1212,2,1,2,6,3,2,2
1213,2,1,2,6,3,3,3
1214,2,1,3,2,1,1,0
1215,2,1,3,2,1,2,0
1216,2,1,3,2,1,3,0
1217,2,1,3,2,2,1,0
1218,2,1,3,2,2,2,0
1219,2,1,3,2,2,3,0
1220,2,1,3,2,3,1,0
1221,2,1,3,2,3,2,0
1222,2,1,3,2,3,3,0
1223,2,1,3,4,1,1,0
1224,2,1,3,4,1,2,1
1225,2,1,3,4,1,3,2
1226,2,1,3,4,2,1,0
1227,2,1,3,4,2,2,1
1228,2,1,3,4,2,3,2
1229,2,1,3,4,3,1,0
1230,2,1,3,4,3,2,2
1231,2,1,3,4,3,3,3
1232,2,1,3,6,1,1,0
1233,2,1,3,6,1,2,1
1234,2,1,3,6,1,3,2
1235,2,1,3,6,2,1,0
1236,2,1,3,6,2,2,2
1237,2,1,3,6,2,3,3
1238,2,1,3,6,3,1,0
1239,2,1,3,6,3,2,2
1240,2,1,3,6,3,3,3
1241,2,1,4,2,1,1,0
1242,2,1,4,2,1,2,0
1243,2,1,4,2,1,3,0
1244,2,1,4,2,2,1,0
1245,2,1,4,2,2,2,0
1246,2,1,4,2,2,3,0
1247,2,1,4,2,3,1,0
1248,2,1,4,2,3,2,0
1249,2,1,4,2,3,3,0
1250,2,1,4,4,1,1,0
1251,2,1,4,4,1,2,1
1252,2,1,4,4,1,3,2
1253,2,1,4,4,2,1,0
1254,2,1,4,4,2,2,2
1255,2,1,4,4,2,3,3
1256,2,1,4,4,3,1,0
1257,2,1,4,4,3,2,2
1258,2,1,4,4,3,3,3
1259,2,1,4,6,1,1,0
1260,2,1,4,6,1,2,1
1261,2,1,4,6,1,3,2
1262,2,1,4,6,2,1,0
1263,2,1,4,6,2,2,2
1264,2,1,4,6,2,3,3
1265,2,1,4,6,3,1,0
1266,2,1,4,6,3,2,2
1267,2,1,4,6,3,3,3
1268,2,1,6,2,1,1,0
1269,2,1,6,2,1,2,0
1270,2,1,6,2,1,3,0
1271,2,1,6,2,2,1,0
1272,2,1,6,2,2,2,0
1273,2,1,6,2,2,3,0
1274,2,1,6,2,3,1,0
1275,2,1,6,2,3,2,0
1276,2,1,6,2,3,3,0
1277,2,1,6,4,1,1,0
1278,2,1,6,4,1,2,1
1279,2,1,6,4,1,3,2
1280,2,1,6,4,2,1,0
1281,2,1,6,4,2,2,2
1282,2,1,6,4,2,3,3
1283,2,1,6,4,3,1,0
1284,2,1,6,4,3,2,2
1285,2,1,6,4,3,3,3
1286,2,1,6,6,1,1,0
1287,2,1,6,6,1,2,1
1288,2,1,6,6,1,3,2
1289,2,1,6,6,2,1,0
1290,2,1,6,6,2,2,2
1291,2,1,6,6,2,3,3
1292,2,1,6,6,3,1,0
1293,2,1,6,6,3,2,2
1294,2,1,6,6,3,3,3
1295,1,4,2,2,1,1,0
1296,1,4,2,2,1,2,0
1297,1,4,2,2,1,3,0
1298,1,4,2,2,2,1,0
1299,1,4,2,2,2,2,0
1300,1,4,2,2,2,3,0
1301,1,4,2,2,3,1,0
1302,1,4,2,2,3,2,0
1303,1,4,2,2,3,3,0
1304,1,4,2,4,1,1,0
1305,1,4,2,4,1,2,0
1306,1,4,2,4,1,3,1
1307,1,4,2,4,2,1,0
1308,1,4,2,4,2,2,0
1309,1,4,2,4,2,3,1
1310,1,4,2,4,3,1,0
1311,1,4,2,4,3,2,1
1312,1,4,2,4,3,3,1
1313,1,4,2,6,1,1,0
1314,1,4,2,6,1,2,0
1315,1,4,2,6,1,3,0
1316,1,4,2,6,2,1,0
1317,1,4,2,6,2,2,0
1318,1,4,2,6,2,3,1
1319,1,4,2,6,3,1,0
1320,1,4,2,6,3,2,1
1321,1,4,2,6,3,3,1
1322,1,4,3,2,1,1,0
1323,1,4,3,2,1,2,0
1324,1,4,3,2,1,3,0
1325,1,4,3,2,2,1,0
1326,1,4,3,2,2,2,0
1327,1,4,3,2,2,3,0
1328,1,4,3,2,3,1,0
1329,1,4,3,2,3,2,0
1330,1,4,3,2,3,3,0
1331,1,4,3,4,1,1,0
1332,1,4,3,4,1,2,0
1333,1,4,3,4,1,3,1
1334,1,4,3,4,2,1,0
1335,1,4,3,4,2,2,0
1336,1,4,3,4,2,3,1
1337,1,4,3,4,3,1,0
1338,1,4,3,4,3,2,1
1339,1,4,3,4,3,3,1
1340,1,4,3,6,1,1,0
1341,1,4,3,6,1,2,0
1342,1,4,3,6,1,3,1
1343,1,4,3,6,2,1,0
1344,1,4,3,6,2,2,1
1345,1,4,3,6,2,3,1
1346,1,4,3,6,3,1,0
1347,1,4,3,6,3,2,1
1348,1,4,3,6,3,3,1
1349,1,4,4,2,1,1,0
1350,1,4,4,2,1,2,0
1351,1,4,4,2,1,3,0
1352,1,4,4,2,2,1,0
1353,1,4,4,2,2,2,0
1354,1,4,4,2,2,3,0
1355,1,4,4,2,3,1,0
1356,1,4,4,2,3,2,0
1357,1,4,4,2,3,3,0
1358,1,4,4,4,1,1,0
1359,1,4,4,4,1,2,0
1360,1,4,4,4,1,3,1
1361,1,4,4,4,2,1,0
1362,1,4,4,4,2,2,1
1363,1,4,4,4,2,3,1
1364,1,4,4,4,3,1,0
1365,1,4,4,4,3,2,1
1366,1,4,4,4,3,3,1
1367,1,4,4,6,1,1,0
1368,1,4,4,6,1,2,0
1369,1,4,4,6,1,3,1
1370,1,4,4,6,2,1,0
1371,1,4,4,6,2,2,1
1372,1,4,4,6,2,3,1
1373,1,4,4,6,3,1,0
1374,1,4,4,6,3,2,1
1375,1,4,4,6,3,3,1
1376,1,4,6,2,1,1,0
1377,1,4,6,2,1,2,0
1378,1,4,6,2,1,3,0
1379,1,4,6,2,2,1,0
1380,1,4,6,2,2,2,0
1381,1,4,6,2,2,3,0
1382,1,4,6,2,3,1,0
1383,1,4,6,2,3,2,0
1384,1,4,6,2,3,3,0
1385,1,4,6,4,1,1,0
1386,1,4,6,4,1,2,0
1387,1,4,6,4,1,3,1
1388,1,4,6,4,2,1,0
1389,1,4,6,4,2,2,1
1390,1,4,6,4,2,3,1
1391,1,4,6,4,3,1,0
1392,1,4,6,4,3,2,1
1393,1,4,6,4,3,3,1
1394,1,4,6,6,1,1,0
1395,1,4,6,6,1,2,0
1396,1,4,6,6,1,3,1
1397,1,4,6,6,2,1,0
1398,1,4,6,6,2,2,1
1399,1,4,6,6,2,3,1
1400,1,4,6,6,3,1,0
1401,1,4,6,6,3,2,1
1402,1,4,6,6,3,3,1
1403,1,3,2,2,1,1,0
1404,1,3,2,2,1,2,0
1405,1,3,2,2,1,3,0
1406,1,3,2,2,2,1,0
1407,1,3,2,2,2,2,0
1408,1,3,2,2,2,3,0
1409,1,3,2,2,3,1,0
1410,1,3,2,2,3,2,0
1411,1,3,2,2,3,3,0
1412,1,3,2,4,1,1,0
1413,1,3,2,4,1,2,1
1414,1,3,2,4,1,3,1
1415,1,3,2,4,2,1,0
1416,1,3,2,4,2,2,1
1417,1,3,2,4,2,3,1
1418,1,3,2,4,3,1,0
1419,1,3,2,4,3,2,1
1420,1,3,2,4,3,3,3
1421,1,3,2,6,1,1,0
1422,1,3,2,6,1,2,0
1423,1,3,2,6,1,3,0
1424,1,3,2,6,2,1,0
1425,1,3,2,6,2,2,1
1426,1,3,2,6,2,3,1
1427,1,3,2,6,3,1,0
1428,1,3,2,6,3,2,1
1429,1,3,2,6,3,3,3
1430,1,3,3,2,1,1,0
1431,1,3,3,2,1,2,0
1432,1,3,3,2,1,3,0
1433,1,3,3,2,2,1,0
1434,1,3,3,2,2,2,0
1435,1,3,3,2,2,3,0
1436,1,3,3,2,3,1,0
1437,1,3,3,2,3,2,0
1438,1,3,3,2,3,3,0
1439,1,3,3,4,1,1,0
1440,1,3,3,4,1,2,1
1441,1,3,3,4,1,3,1
1442,1,3,3,4,2,1,0
1443,1,3,3,4,2,2,1
1444,1,3,3,4,2,3,1
1445,1,3,3,4,3,1,0
1446,1,3,3,4,3,2,1
1447,1,3,3,4,3,3,3
1448,1,3,3,6,1,1,0
1449,1,3,3,6,1,2,1
1450,1,3,3,6,1,3,1
1451,1,3,3,6,2,1,0
1452,1,3,3,6,2,2,1
1453,1,3,3,6,2,3,3
1454,1,3,3,6,3,1,0
1455,1,3,3,6,3,2,1
1456,1,3,3,6,3,3,3
1457,1,3,4,2,1,1,0
1458,1,3,4,2,1,2,0
1459,1,3,4,2,1,3,0
1460,1,3,4,2,2,1,0
1461,1,3,4,2,2,2,0
1462,1,3,4,2,2,3,0
1463,1,3,4,2,3,1,0
1464,1,3,4,2,3,2,0
1465,1,3,4,2,3,3,0
1466,1,3,4,4,1,1,0
1467,1,3,4,4,1,2,1
1468,1,3,4,4,1,3,1
1469,1,3,4,4,2,1,0
1470,1,3,4,4,2,2,1
1471,1,3,4,4,2,3,3
1472,1,3,4,4,3,1,0
1473,1,3,4,4,3,2,1
1474,1,3,4,4,3,3,3
1475,1,3,4,6,1,1,0
1476,1,3,4,6,1,2,1
1477,1,3,4,6,1,3,1
1478,1,3,4,6,2,1,0
1479,1,3,4,6,2,2,1
1480,1,3,4,6,2,3,3
1481,1,3,4,6,3,1,0
1482,1,3,4,6,3,2,1
1483,1,3,4,6,3,3,3
1484,1,3,6,2,1,1,0
1485,1,3,6,2,1,2,0
1486,1,3,6,2,1,3,0
1487,1,3,6,2,2,1,0
1488,1,3,6,2,2,2,0
1489,1,3,6,2,2,3,0
1490,1,3,6,2,3,1,0
1491,1,3,6,2,3,2,0
1492,1,3,6,2,3,3,0
1493,1,3,6,4,1,1,0
1494,1,3,6,4,1,2,1
1495,1,3,6,4,1,3,1
1496,1,3,6,4,2,1,0
1497,1,3,6,4,2,2,1
1498,1,3,6,4,2,3,3
1499,1,3,6,4,3,1,0
1500,1,3,6,4,3,2,1
1501,1,3,6,4,3,3,3
1502,1,3,6,6,1,1,0
1503,1,3,6,6,1,2,1
1504,1,3,6,6,1,3,1
1505,1,3,6,6,2,1,0
1506,1,3,6,6,2,2,1
1507,1,3,6,6,2,3,3
1508,1,3,6,6,3,1,0
1509,1,3,6,6,3,2,1
1510,1,3,6,6,3,3,3
1511,1,2,2,2,1,1,0
1512,1,2,2,2,1,2,0
1513,1,2,2,2,1,3,0
1514,1,2,2,2,2,1,0
1515,1,2,2,2,2,2,0
1516,1,2,2,2,2,3,0
1517,1,2,2,2,3,1,0
1518,1,2,2,2,3,2,0
1519,1,2,2,2,3,3,0
1520,1,2,2,4,1,1,0
1521,1,2,2,4,1,2,1
1522,1,2,2,4,1,3,2
1523,1,2,2,4,2,1,0
1524,1,2,2,4,2,2,1
1525,1,2,2,4,2,3,2
1526,1,2,2,4,3,1,0
1527,1,2,2,4,3,2,2
1528,1,2,2,4,3,3,3
1529,1,2,2,6,1,1,0
1530,1,2,2,6,1,2,0
1531,1,2,2,6,1,3,0
1532,1,2,2,6,2,1,0
1533,1,2,2,6,2,2,1
1534,1,2,2,6,2,3,2
1535,1,2,2,6,3,1,0
1536,1,2,2,6,3,2,2
1537,1,2,2,6,3,3,3
1538,1,2,3,2,1,1,0
1539,1,2,3,2,1,2,0
1540,1,2,3,2,1,3,0
1541,1,2,3,2,2,1,0
1542,1,2,3,2,2,2,0
1543,1,2,3,2,2,3,0
1544,1,2,3,2,3,1,0
1545,1,2,3,2,3,2,0
1546,1,2,3,2,3,3,0
1547,1,2,3,4,1,1,0
1548,1,2,3,4,1,2,1
1549,1,2,3,4,1,3,2
1550,1,2,3,4,2,1,0
1551,1,2,3,4,2,2,1
1552,1,2,3,4,2,3,2
1553,1,2,3,4,3,1,0
1554,1,2,3,4,3,2,2
1555,1,2,3,4,3,3,3
1556,1,2,3,6,1,1,0
1557,1,2,3,6,1,2,1
1558,1,2,3,6,1,3,2
1559,1,2,3,6,2,1,0
1560,1,2,3,6,2,2,2
1561,1,2,3,6,2,3,3
1562,1,2,3,6,3,1,0
1563,1,2,3,6,3,2,2
1564,1,2,3,6,3,3,3
1565,1,2,4,2,1,1,0
1566,1,2,4,2,1,2,0
1567,1,2,4,2,1,3,0
1568,1,2,4,2,2,1,0
1569,1,2,4,2,2,2,0
1570,1,2,4,2,2,3,0
1571,1,2,4,2,3,1,0
1572,1,2,4,2,3,2,0
1573,1,2,4,2,3,3,0
1574,1,2,4,4,1,1,0
1575,1,2,4,4,1,2,1
1576,1,2,4,4,1,3,2
1577,1,2,4,4,2,1,0
1578,1,2,4,4,2,2,2
1579,1,2,4,4,2,3,3
1580,1,2,4,4,3,1,0
1581,1,2,4,4,3,2,2
1582,1,2,4,4,3,3,3
1583,1,2,4,6,1,1,0
1584,1,2,4,6,1,2,1
1585,1,2,4,6,1,3,2
1586,1,2,4,6,2,1,0
1587,1,2,4,6,2,2,2
1588,1,2,4,6,2,3,3
1589,1,2,4,6,3,1,0
1590,1,2,4,6,3,2,2
1591,1,2,4,6,3,3,3
1592,1,2,6,2,1,1,0
1593,1,2,6,2,1,2,0
1594,1,2,6,2,1,3,0
1595,1,2,6,2,2,1,0
1596,1,2,6,2,2,2,0
1597,1,2,6,2,2,3,0
1598,1,2,6,2,3,1,0
1599,1,2,6,2,3,2,0
1600,1,2,6,2,3,3,0
1601,1,2,6,4,1,1,0
1602,1,2,6,4,1,2,1
1603,1,2,6,4,1,3,2
1604,1,2,6,4,2,1,0
1605,1,2,6,4,2,2,2
1606,1,2,6,4,2,3,3
1607,1,2,6,4,3,1,0
1608,1,2,6,4,3,2,2
1609,1,2,6,4,3,3,3
1610,1,2,6,6,1,1,0
1611,1,2,6,6,1,2,1
1612,1,2,6,6,1,3,2
1613,1,2,6,6,2,1,0
1614,1,2,6,6,2,2,2
1615,1,2,6,6,2,3,3
1616,1,2,6,6,3,1,0
1617,1,2,6,6,3,2,2
1618,1,2,6,6,3,3,3
1619,1,1,2,2,1,1,0
1620,1,1,2,2,1,2,0
1621,1,1,2,2,1,3,0
1622,1,1,2,2,2,1,0
1623,1,1,2,2,2,2,0
1624,1,1,2,2,2,3,0
1625,1,1,2,2,3,1,0
1626,1,1,2,2,3,2,0
1627,1,1,2,2,3,3,0
1628,1,1,2,4,1,1,0
1629,1,1,2,4,1,2,1
1630,1,1,2,4,1,3,2
1631,1,1,2,4,2,1,0
1632,1,1,2,4,2,2,1
1633,1,1,2,4,2,3,2
1634,1,1,2,4,3,1,0
1635,1,1,2,4,3,2,2
1636,1,1,2,4,3,3,3
1637,1,1,2,6,1,1,0
1638,1,1,2,6,1,2,0
1639,1,1,2,6,1,3,0
1640,1,1,2,6,2,1,0
1641,1,1,2,6,2,2,1
1642,1,1,2,6,2,3,2
1643,1,1,2,6,3,1,0
1644,1,1,2,6,3,2,2
1645,1,1,2,6,3,3,3
1646,1,1,3,2,1,1,0
1647,1,1,3,2,1,2,0
1648,1,1,3,2,1,3,0
1649,1,1,3,2,2,1,0
1650,1,1,3,2,2,2,0
1651,1,1,3,2,2,3,0
1652,1,1,3,2,3,1,0
1653,1,1,3,2,3,2,0
1654,1,1,3,2,3,3,0
1655,1,1,3,4,1,1,0
1656,1,1,3,4,1,2,1
1657,1,1,3,4,1,3,2
1658,1,1,3,4,2,1,0
1659,1,1,3,4,2,2,1
1660,1,1,3,4,2,3,2
1661,1,1,3,4,3,1,0
1662,1,1,3,4,3,2,2
1663,1,1,3,4,3,3,3
1664,1,1,3,6,1,1,0
1665,1,1,3,6,1,2,1
1666,1,1,3,6,1,3,2
1667,1,1,3,6,2,1,0
1668,1,1,3,6,2,2,2
1669,1,1,3,6,2,3,3
1670,1,1,3,6,3,1,0
1671,1,1,3,6,3,2,2
1672,1,1,3,6,3,3,3
1673,1,1,4,2,1,1,0
1674,1,1,4,2,1,2,0
1675,1,1,4,2,1,3,0
1676,1,1,4,2,2,1,0
1677,1,1,4,2,2,2,0
1678,1,1,4,2,2,3,0
1679,1,1,4,2,3,1,0
1680,1,1,4,2,3,2,0
1681,1,1,4,2,3,3,0
1682,1,1,4,4,1,1,0
1683,1,1,4,4,1,2,1
1684,1,1,4,4,1,3,2
1685,1,1,4,4,2,1,0
1686,1,1,4,4,2,2,2
1687,1,1,4,4,2,3,3
1688,1,1,4,4,3,1,0
1689,1,1,4,4,3,2,2
1690,1,1,4,4,3,3,3
1691,1,1,4,6,1,1,0
1692,1,1,4,6,1,2,1
1693,1,1,4,6,1,3,2
1694,1,1,4,6,2,1,0
1695,1,1,4,6,2,2,2
1696,1,1,4,6,2,3,3
1697,1,1,4,6,3,1,0
1698,1,1,4,6,3,2,2
1699,1,1,4,6,3,3,3
